date,home,away,home_score,away_score
2026-05-20,Seattle Mariners,Chicago White Sox,1,2
2026-05-20,San Diego Padres,Los Angeles Dodgers,4,5
2026-05-20,Arizona Diamondbacks,San Francisco Giants,5,3
2026-05-20,Philadelphia Phillies,Cincinnati Reds,4,9
2026-05-20,Tampa Bay Rays,Baltimore Orioles,5,3
2026-05-20,Minnesota Twins,Houston Astros,4,1
2026-05-20,Miami Marlins,Atlanta Braves,1,9
2026-05-20,Detroit Tigers,Cleveland Guardians,2,3
2026-05-20,Washington Nationals,New York Mets,8,4
2026-05-20,New York Yankees,Toronto Blue Jays,1,2
2026-05-20,Kansas City Royals,Boston Red Sox,3,4
2026-05-20,Chicago Cubs,Milwaukee Brewers,0,5
2026-05-20,St. Louis Cardinals,Pittsburgh Pirates,0,7
2026-05-21,San Diego Padres,Los Angeles Dodgers,0,4
2026-05-21,Los Angeles Angels,Athletics,5,6
2026-05-21,Detroit Tigers,Cleveland Guardians,1,3
2026-05-21,St. Louis Cardinals,Pittsburgh Pirates,2,6
2026-05-21,Washington Nationals,New York Mets,1,2
2026-05-21,Miami Marlins,Atlanta Braves,3,9
2026-05-21,New York Yankees,Toronto Blue Jays,0,2
2026-05-22,Los Angeles Angels,Athletics,2,3
2026-05-22,Arizona Diamondbacks,Colorado Rockies,2,1
2026-05-22,Chicago Cubs,Houston Astros,2,4
2026-05-22,Philadelphia Phillies,Cleveland Guardians,0,1
2026-05-22,New York Yankees,Tampa Bay Rays,2,4
2026-05-22,Toronto Blue Jays,Pittsburgh Pirates,6,2
2026-05-22,Boston Red Sox,Minnesota Twins,6,8
2026-05-22,Miami Marlins,New York Mets,2,1
2026-05-22,Baltimore Orioles,Detroit Tigers,7,4
2026-05-22,Atlanta Braves,Washington Nationals,5,4
2026-05-22,Milwaukee Brewers,Los Angeles Dodgers,5,1
2026-05-22,Kansas City Royals,Seattle Mariners,0,2
2026-05-23,Los Angeles Angels,Texas Rangers,9,6
2026-05-23,San Diego Padres,Athletics,7,3
2026-05-23,Arizona Diamondbacks,Colorado Rockies,2,3
2026-05-23,San Francisco Giants,Chicago White Sox,4,9
2026-05-23,Cincinnati Reds,St. Louis Cardinals,1,8
2026-05-23,Chicago Cubs,Houston Astros,0,3
2026-05-23,Toronto Blue Jays,Pittsburgh Pirates,5,2
2026-05-23,Philadelphia Phillies,Cleveland Guardians,3,0
2026-05-23,Boston Red Sox,Minnesota Twins,2,4
2026-05-23,Miami Marlins,New York Mets,4,1
2026-05-23,Atlanta Braves,Washington Nationals,0,2
2026-05-23,Kansas City Royals,Seattle Mariners,5,0
2026-05-23,Milwaukee Brewers,Los Angeles Dodgers,3,11
2026-05-24,San Diego Padres,Athletics,2,0
2026-05-24,Los Angeles Angels,Texas Rangers,5,2
2026-05-24,Arizona Diamondbacks,Colorado Rockies,5,4
2026-05-24,Toronto Blue Jays,Pittsburgh Pirates,1,4
2026-05-24,Baltimore Orioles,Detroit Tigers,5,3
2026-05-24,Philadelphia Phillies,Cleveland Guardians,1,3
2026-05-24,Boston Red Sox,Minnesota Twins,5,6
2026-05-24,New York Yankees,Tampa Bay Rays,2,0
2026-05-24,Miami Marlins,New York Mets,4,0
2026-05-24,Milwaukee Brewers,Los Angeles Dodgers,1,5
2026-05-24,Kansas City Royals,Seattle Mariners,8,6
2026-05-24,Chicago Cubs,Houston Astros,5,8
2026-05-24,San Francisco Giants,Chicago White Sox,8,5
2026-05-24,Atlanta Braves,Washington Nationals,1,2
2026-05-25,Pittsburgh Pirates,Chicago Cubs,2,1
2026-05-25,Baltimore Orioles,Tampa Bay Rays,9,7
2026-05-25,Chicago White Sox,Minnesota Twins,3,1
2026-05-25,Milwaukee Brewers,St. Louis Cardinals,5,1
2026-05-25,Kansas City Royals,New York Yankees,3,4
2026-05-25,New York Mets,Cincinnati Reds,2,7
2026-05-25,San Francisco Giants,Arizona Diamondbacks,2,6
2026-05-25,Cleveland Guardians,Washington Nationals,2,10
2026-05-25,San Diego Padres,Philadelphia Phillies,0,3
2026-05-25,Texas Rangers,Houston Astros,0,9
2026-05-25,Toronto Blue Jays,Miami Marlins,2,8
2026-05-26,Los Angeles Dodgers,Colorado Rockies,5,3
2026-05-26,Athletics,Seattle Mariners,2,9
2026-05-26,Cleveland Guardians,Washington Nationals,3,6
2026-05-26,Baltimore Orioles,Tampa Bay Rays,6,1
2026-05-26,Detroit Tigers,Los Angeles Angels,6,10
2026-05-26,Pittsburgh Pirates,Chicago Cubs,12,1
2026-05-26,Boston Red Sox,Atlanta Braves,6,7
2026-05-26,Toronto Blue Jays,Miami Marlins,8,1
2026-05-26,New York Mets,Cincinnati Reds,2,7
2026-05-26,Chicago White Sox,Minnesota Twins,3,5
2026-05-26,Kansas City Royals,New York Yankees,1,15
2026-05-26,Milwaukee Brewers,St. Louis Cardinals,6,0
2026-05-27,Texas Rangers,Houston Astros,10,7
2026-05-27,San Diego Padres,Philadelphia Phillies,3,4
2026-05-27,Athletics,Seattle Mariners,1,4
2026-05-27,San Francisco Giants,Arizona Diamondbacks,5,7
2026-05-27,Los Angeles Dodgers,Colorado Rockies,15,6
2026-05-27,Toronto Blue Jays,Miami Marlins,2,1
2026-05-27,Cleveland Guardians,Washington Nationals,3,2
2026-05-27,Milwaukee Brewers,St. Louis Cardinals,2,1
2026-05-27,Baltimore Orioles,Tampa Bay Rays,11,2
2026-05-27,Detroit Tigers,Los Angeles Angels,4,0
2026-05-27,Pittsburgh Pirates,Chicago Cubs,4,10
2026-05-27,Boston Red Sox,Atlanta Braves,8,0
2026-05-27,New York Mets,Cincinnati Reds,4,2
2026-05-27,Chicago White Sox,Minnesota Twins,15,2
2026-05-27,Kansas City Royals,New York Yankees,0,7
2026-05-28,Texas Rangers,Houston Astros,3,4
2026-05-28,Los Angeles Dodgers,Colorado Rockies,4,1
2026-05-28,Detroit Tigers,Los Angeles Angels,1,7
2026-05-28,Chicago White Sox,Minnesota Twins,6,2
2026-05-28,Boston Red Sox,Atlanta Braves,2,10
2026-05-28,Baltimore Orioles,Toronto Blue Jays,1,2
2026-05-28,Pittsburgh Pirates,Chicago Cubs,2,7
2026-05-29,Texas Rangers,Houston Astros,1,5
2026-05-29,Cincinnati Reds,Atlanta Braves,3,8
2026-05-29,Pittsburgh Pirates,Minnesota Twins,6,5
2026-05-29,Washington Nationals,San Diego Padres,5,7
2026-05-29,Baltimore Orioles,Toronto Blue Jays,5,6
2026-05-29,Tampa Bay Rays,Los Angeles Angels,8,5
2026-05-29,Cleveland Guardians,Boston Red Sox,4,3
2026-05-29,New York Mets,Miami Marlins,9,7
2026-05-29,St. Louis Cardinals,Chicago Cubs,6,5
2026-05-29,Chicago White Sox,Detroit Tigers,4,3
2026-05-30,Texas Rangers,Kansas City Royals,9,1
2026-05-30,Houston Astros,Milwaukee Brewers,4,5
2026-05-30,Colorado Rockies,San Francisco Giants,8,6
2026-05-30,Athletics,New York Yankees,2,8
2026-05-30,Seattle Mariners,Arizona Diamondbacks,7,6
2026-05-30,Los Angeles Dodgers,Philadelphia Phillies,4,2
2026-05-30,Chicago White Sox,Detroit Tigers,7,1
2026-05-30,Pittsburgh Pirates,Minnesota Twins,10,9
2026-05-30,Washington Nationals,San Diego Padres,9,4
2026-05-30,Baltimore Orioles,Toronto Blue Jays,6,5
2026-05-30,Tampa Bay Rays,Los Angeles Angels,3,14
2026-05-30,Cleveland Guardians,Boston Red Sox,1,9
2026-05-30,New York Mets,Miami Marlins,6,1
2026-05-30,Cincinnati Reds,Atlanta Braves,2,5
2026-05-30,St. Louis Cardinals,Chicago Cubs,1,6
2026-05-31,Colorado Rockies,San Francisco Giants,8,3
2026-05-31,Athletics,New York Yankees,6,4
2026-05-31,Seattle Mariners,Arizona Diamondbacks,5,1
2026-05-31,Los Angeles Dodgers,Philadelphia Phillies,3,4
2026-05-31,Baltimore Orioles,Toronto Blue Jays,9,5
2026-05-31,Pittsburgh Pirates,Minnesota Twins,9,3
2026-05-31,Washington Nationals,San Diego Padres,4,2
2026-05-31,Tampa Bay Rays,Los Angeles Angels,5,2
2026-05-31,Cincinnati Reds,Atlanta Braves,6,4
2026-05-31,Cleveland Guardians,Boston Red Sox,4,9
2026-05-31,New York Mets,Miami Marlins,10,1
2026-05-31,Chicago White Sox,Detroit Tigers,2,1
2026-05-31,Houston Astros,Milwaukee Brewers,0,2
2026-05-31,Texas Rangers,Kansas City Royals,6,3
2026-05-31,St. Louis Cardinals,Chicago Cubs,5,1
2026-06-01,Tampa Bay Rays,Detroit Tigers,9,10
2026-06-01,Washington Nationals,Miami Marlins,3,7
2026-06-01,Cincinnati Reds,Kansas City Royals,2,9
2026-06-01,Minnesota Twins,Chicago White Sox,9,6
2026-06-01,Milwaukee Brewers,San Francisco Giants,16,2
2026-06-01,St. Louis Cardinals,Texas Rangers,1,2
2026-06-02,Los Angeles Angels,Colorado Rockies,8,9
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,4,1
2026-06-02,Seattle Mariners,New York Mets,3,2
2026-06-02,Tampa Bay Rays,Detroit Tigers,0,8
2026-06-02,Philadelphia Phillies,San Diego Padres,3,2
2026-06-02,Boston Red Sox,Baltimore Orioles,2,4
2026-06-02,Washington Nationals,Miami Marlins,3,7
2026-06-02,New York Yankees,Cleveland Guardians,4,9
2026-06-02,Cincinnati Reds,Kansas City Royals,4,3
2026-06-02,Atlanta Braves,Toronto Blue Jays,4,3
2026-06-02,Minnesota Twins,Chicago White Sox,6,4
2026-06-02,Milwaukee Brewers,San Francisco Giants,8,3
2026-06-02,St. Louis Cardinals,Texas Rangers,4,7
2026-06-03,Chicago Cubs,Athletics,1,2
2026-06-03,Houston Astros,Pittsburgh Pirates,6,10
2026-06-03,Los Angeles Angels,Colorado Rockies,2,8
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,5,6
2026-06-03,Seattle Mariners,New York Mets,8,3
2026-06-03,Washington Nationals,Miami Marlins,1,4
2026-06-03,Tampa Bay Rays,Detroit Tigers,2,7
2026-06-03,Minnesota Twins,Chicago White Sox,0,8
2026-06-03,Philadelphia Phillies,San Diego Padres,3,2
2026-06-03,Boston Red Sox,Baltimore Orioles,8,1
2026-06-03,New York Yankees,Cleveland Guardians,4,5
2026-06-03,Cincinnati Reds,Kansas City Royals,2,5
2026-06-03,Atlanta Braves,Toronto Blue Jays,7,3
2026-06-03,Milwaukee Brewers,San Francisco Giants,0,1
2026-06-03,St. Louis Cardinals,Texas Rangers,5,3
2026-06-04,Chicago Cubs,Athletics,4,5
2026-06-04,Houston Astros,Pittsburgh Pirates,11,9
2026-06-04,Los Angeles Angels,Colorado Rockies,11,4
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,0,7
2026-06-04,Philadelphia Phillies,San Diego Padres,6,4
2026-06-04,Boston Red Sox,Baltimore Orioles,2,8
2026-06-04,New York Yankees,Cleveland Guardians,2,1
2026-06-04,Milwaukee Brewers,San Francisco Giants,9,12
2026-06-04,Atlanta Braves,Toronto Blue Jays,2,7
2026-06-04,Minnesota Twins,Kansas City Royals,6,8
2026-06-05,Chicago Cubs,Athletics,7,6
2026-06-05,Houston Astros,Pittsburgh Pirates,1,5
2026-06-05,Arizona Diamondbacks,Los Angeles Dodgers,3,2
2026-06-05,Chicago Cubs,San Francisco Giants,3,18
2026-06-05,Philadelphia Phillies,Chicago White Sox,8,6
2026-06-05,Detroit Tigers,Seattle Mariners,7,3
2026-06-05,New York Yankees,Boston Red Sox,3,5
2026-06-05,Toronto Blue Jays,Baltimore Orioles,3,13
2026-06-05,Miami Marlins,Tampa Bay Rays,0,6
2026-06-05,Atlanta Braves,Pittsburgh Pirates,6,3
2026-06-06,Houston Astros,Athletics,5,1
2026-06-06,St. Louis Cardinals,Cincinnati Reds,10,3
2026-06-06,Texas Rangers,Cleveland Guardians,3,2
2026-06-06,Minnesota Twins,Kansas City Royals,5,3
2026-06-06,Colorado Rockies,Milwaukee Brewers,7,9
2026-06-06,San Diego Padres,New York Mets,0,5
2026-06-06,Arizona Diamondbacks,Washington Nationals,1,14
2026-06-06,Los Angeles Dodgers,Los Angeles Angels,1,0
2026-06-06,Detroit Tigers,Seattle Mariners,0,4
2026-06-06,Chicago Cubs,San Francisco Giants,3,2
2026-06-06,Toronto Blue Jays,Baltimore Orioles,6,4
2026-06-06,Philadelphia Phillies,Chicago White Sox,3,6
2026-06-06,Atlanta Braves,Pittsburgh Pirates,6,3
2026-06-06,Miami Marlins,Tampa Bay Rays,4,3
2026-06-07,Colorado Rockies,Milwaukee Brewers,1,7
2026-06-07,Los Angeles Dodgers,Los Angeles Angels,9,2
2026-06-07,San Diego Padres,New York Mets,3,2
2026-06-07,New York Yankees,Boston Red Sox,6,1
2026-06-07,Philadelphia Phillies,Chicago White Sox,9,5
2026-06-07,Atlanta Braves,Pittsburgh Pirates,3,2
2026-06-07,Toronto Blue Jays,Baltimore Orioles,6,4
2026-06-07,Detroit Tigers,Seattle Mariners,5,4
2026-06-07,Miami Marlins,Tampa Bay Rays,4,1
2026-06-07,Houston Astros,Athletics,0,5
2026-06-07,Minnesota Twins,Kansas City Royals,5,6
2026-06-07,St. Louis Cardinals,Cincinnati Reds,5,3
2026-06-07,Texas Rangers,Cleveland Guardians,10,0
2026-06-07,Arizona Diamondbacks,Washington Nationals,5,1
2026-06-08,Chicago Cubs,San Francisco Giants,1,2
2026-06-08,Baltimore Orioles,Seattle Mariners,3,6
2026-06-08,Tampa Bay Rays,Boston Red Sox,3,1
2026-06-08,Cleveland Guardians,New York Yankees,5,7
2026-06-08,Toronto Blue Jays,Philadelphia Phillies,2,5
2026-06-09,Los Angeles Angels,Houston Astros,4,5
2026-06-09,San Diego Padres,Cincinnati Reds,6,2
2026-06-09,San Francisco Giants,Washington Nationals,3,4
2026-06-09,Athletics,Milwaukee Brewers,14,15
2026-06-09,Baltimore Orioles,Seattle Mariners,5,6
2026-06-09,Miami Marlins,Arizona Diamondbacks,10,6
2026-06-09,Tampa Bay Rays,Boston Red Sox,4,3
2026-06-09,Pittsburgh Pirates,Los Angeles Dodgers,3,12
2026-06-09,Detroit Tigers,Minnesota Twins,10,4
2026-06-09,Cleveland Guardians,New York Yankees,2,3
2026-06-09,Toronto Blue Jays,Philadelphia Phillies,3,2
2026-06-09,New York Mets,St. Louis Cardinals,0,7
2026-06-09,Chicago White Sox,Atlanta Braves,6,5
2026-06-09,Kansas City Royals,Texas Rangers,5,3
2026-06-10,Colorado Rockies,Chicago Cubs,7,3
2026-06-10,Los Angeles Angels,Houston Astros,10,1
2026-06-10,San Diego Padres,Cincinnati Reds,3,5
2026-06-10,San Francisco Giants,Washington Nationals,3,6
2026-06-10,Athletics,Milwaukee Brewers,7,5
2026-06-10,Tampa Bay Rays,Boston Red Sox,7,5
2026-06-10,Cleveland Guardians,New York Yankees,4,8
2026-06-10,Baltimore Orioles,Seattle Mariners,7,2
2026-06-10,Miami Marlins,Arizona Diamondbacks,8,0
2026-06-10,Pittsburgh Pirates,Los Angeles Dodgers,9,8
2026-06-10,Detroit Tigers,Minnesota Twins,4,6
2026-06-10,Toronto Blue Jays,Philadelphia Phillies,4,7
2026-06-10,New York Mets,St. Louis Cardinals,2,9
2026-06-10,Chicago White Sox,Atlanta Braves,2,1
2026-06-10,Kansas City Royals,Texas Rangers,4,6
2026-06-11,Colorado Rockies,Chicago Cubs,3,2
2026-06-11,Athletics,Milwaukee Brewers,4,3
2026-06-11,Los Angeles Angels,Houston Astros,3,2
